model,k-shot,target,scope_id,kw_context,vl_propform,acc_mean,prec_mean,rec_mean,f1_mean,var_by_acc,var_by_f1
LLaMA,2,Fact1,1,1,1,0.48,0.37,0.48,0.379,0.0006,0.001943
LLaMA,2,Fact2,5,0,1,0.63,0.582,0.63,0.545,0.0156,0.038119
LLaMA,2,Fact2,1,0,1,0.62,0.745,0.62,0.56,0.0036,0.011109
LLaMA,2,Fact2,1,1,1,0.61,0.731,0.61,0.555,0.0004,0.002101
LLaMA,2,Fact2,3,1,0,0.61,0.645,0.61,0.575,0.0034,0.006999
LLaMA,2,Fact2,4,0,0,0.61,0.724,0.61,0.549,0.0034,0.0102
LLaMA,2,Fact2,5,0,0,0.61,0.723,0.61,0.538,0.0094,0.019743
LLaMA,2,Fact2,5,1,0,0.61,0.722,0.61,0.561,0.0004,0.00112
LLaMA,2,Fact2,1,0,0,0.58,0.628,0.58,0.505,0.0066,0.016593
LLaMA,2,Fact2,4,0,1,0.57,0.627,0.57,0.489,0.0026,0.008888
LLaMA,2,Fact2,3,0,0,0.56,0.583,0.56,0.501,0.0034,0.008257
LLaMA,2,Fact2,4,1,1,0.56,0.698,0.56,0.494,0.0064,0.003543
LLaMA,2,Fact2,3,1,1,0.55,0.656,0.55,0.492,0.004,0.001548
LLaMA,2,Fact2,4,1,0,0.55,0.656,0.55,0.492,0.004,0.001548
LLaMA,2,Fact2,5,1,1,0.55,0.614,0.55,0.462,0.002,0.005194
LLaMA,2,Fact2,3,0,1,0.54,0.63,0.54,0.467,0.0004,0.002783
LLaMA,2,Fact2,1,1,0,0.53,0.609,0.53,0.482,0.0046,0.001502
LLaMA,2,Fact2,2,0,0,0.53,0.501,0.53,0.467,0.0026,0.009812
LLaMA,2,Fact2,2,1,1,0.53,0.625,0.53,0.462,0.0006,0.000718
LLaMA,2,Fact2,2,0,1,0.5,0.498,0.5,0.416,0.003,0.003033
LLaMA,2,Fact2,2,1,0,0.49,0.561,0.49,0.431,0.0174,0.011433
LLaMA,2,Fact_i,3,0,0,0.62,0.73,0.62,0.575,0.0006,0.001844
LLaMA,2,Fact_i,2,1,0,0.6,0.633,0.6,0.526,0.005,0.017589
LLaMA,2,Fact_i,4,1,0,0.58,0.628,0.58,0.492,0.0046,0.01564
LLaMA,2,Fact_i,2,0,0,0.56,0.626,0.56,0.505,0.0004,0.002786
LLaMA,2,Fact_i,2,0,1,0.56,0.595,0.56,0.479,0.0014,0.007533
LLaMA,2,Fact_i,3,0,1,0.56,0.603,0.56,0.474,0.0054,0.013665
LLaMA,2,Fact_i,3,1,1,0.56,0.439,0.56,0.45,0.0054,0.020665
LLaMA,2,Fact_i,4,1,1,0.56,0.439,0.56,0.45,0.0054,0.020665
LLaMA,2,Fact_i,4,0,0,0.55,0.471,0.55,0.463,0.002,0.012495
LLaMA,2,Fact_i,2,1,1,0.54,0.401,0.54,0.432,0.0024,0.014785
LLaMA,2,Fact_i,3,1,0,0.54,0.54,0.54,0.455,0.0014,0.007678
LLaMA,2,Fact_i,1,0,1,0.53,0.431,0.53,0.452,0.0066,0.019667
LLaMA,2,Fact_i,4,0,1,0.53,0.473,0.53,0.439,0.0016,0.010022
LLaMA,2,Fact_i,1,0,0,0.52,0.479,0.52,0.465,0.0046,0.011975
LLaMA,2,Fact_i,1,1,0,0.52,0.522,0.52,0.447,0.0016,0.004667
LLaMA,2,Fact_i,1,1,1,0.51,0.36,0.51,0.391,0.0004,0.007018
LLaMA,2,Fin,3,1,0,0.56,0.6,0.56,0.477,0.0014,0.009901
LLaMA,2,Fin,4,0,1,0.54,0.426,0.54,0.424,0.0024,0.012839
LLaMA,2,Fin,4,1,0,0.53,0.443,0.53,0.443,0.0016,0.009401
LLaMA,2,Fin,2,1,1,0.51,0.32,0.51,0.364,0.0004,0.003787
LLaMA,2,Fin,4,1,1,0.51,0.32,0.51,0.364,0.0004,0.003787
LLaMA,2,Fin,1,0,1,0.5,0.3,0.5,0.362,0.0,0.003403
LLaMA,2,Fin,2,0,1,0.5,0.392,0.5,0.375,0.001,0.002557
LLaMA,2,Fin,3,1,1,0.5,0.3,0.5,0.357,0.0,0.002198
LLaMA,2,Fin,4,0,0,0.5,0.382,0.5,0.402,0.007,0.014936
LLaMA,2,Fin,2,1,0,0.49,0.428,0.49,0.391,0.0014,0.00226
LLaMA,2,Fin,1,0,0,0.48,0.319,0.48,0.367,0.0016,0.004093
LLaMA,2,Fin,1,1,1,0.48,0.244,0.48,0.324,0.0016,0.000363
LLaMA,2,Fin,3,0,1,0.48,0.339,0.48,0.367,0.0046,0.003638
LLaMA,2,Fin,1,1,0,0.47,0.317,0.47,0.363,0.0036,0.003383
LLaMA,2,Fin,3,0,0,0.46,0.36,0.46,0.374,0.0104,0.008931
LLaMA,2,Fin,2,0,0,0.44,0.301,0.44,0.339,0.0034,0.002122
LLaMA,2,Func0,3,0,1,0.64,0.791,0.64,0.565,0.0144,0.028446
LLaMA,2,Func0,4,0,1,0.63,0.778,0.63,0.562,0.0066,0.015658
LLaMA,2,Func0,4,0,0,0.62,0.731,0.62,0.569,0.0026,0.00764
LLaMA,2,Func0,4,1,0,0.62,0.561,0.62,0.537,0.0126,0.034237
LLaMA,2,Func0,4,1,1,0.61,0.582,0.61,0.511,0.0174,0.038317
LLaMA,2,Func0,2,0,1,0.6,0.738,0.6,0.527,0.004,0.01297
LLaMA,2,Func0,3,1,0,0.6,0.56,0.6,0.512,0.008,0.024653
LLaMA,2,Func0,3,1,1,0.59,0.482,0.59,0.474,0.0184,0.040127
LLaMA,2,Func0,1,0,0,0.58,0.673,0.58,0.525,0.0016,0.006954
LLaMA,2,Func0,3,0,0,0.58,0.705,0.58,0.515,0.0006,0.004773
LLaMA,2,Func0,1,1,1,0.57,0.432,0.57,0.462,0.0096,0.028388
LLaMA,2,Func0,2,1,1,0.57,0.56,0.57,0.456,0.0086,0.0228
LLaMA,2,Func0,1,0,1,0.56,0.566,0.56,0.488,0.0024,0.010604
LLaMA,2,Func0,2,0,0,0.55,0.637,0.55,0.481,0.003,0.007237
LLaMA,2,Func0,1,1,0,0.53,0.475,0.53,0.436,0.0006,0.008513
LLaMA,2,Func0,2,1,0,0.51,0.445,0.51,0.416,0.0024,0.005388
LLaMA,2,Func2,4,0,0,0.6,0.677,0.6,0.554,0.005,0.009642
LLaMA,2,Func2,1,0,0,0.58,0.689,0.58,0.514,0.0016,0.006094
LLaMA,2,Func2,2,1,1,0.55,0.505,0.55,0.452,0.002,0.012182
LLaMA,2,Func2,4,1,0,0.55,0.639,0.55,0.478,0.001,0.004923
LLaMA,2,Func2,4,1,1,0.54,0.433,0.54,0.417,0.0034,0.015046
LLaMA,2,Func2,2,0,1,0.53,0.484,0.53,0.432,0.0016,0.007989
LLaMA,2,Func2,3,0,0,0.53,0.613,0.53,0.457,0.0026,0.00497
LLaMA,2,Func2,1,0,1,0.51,0.404,0.51,0.422,0.0014,0.008761
LLaMA,2,Func2,1,1,0,0.51,0.628,0.51,0.426,0.0024,0.000716
LLaMA,2,Func2,1,1,1,0.5,0.439,0.5,0.403,0.001,0.004059
LLaMA,2,Func2,2,0,0,0.5,0.454,0.5,0.427,0.003,0.008943
LLaMA,2,Func2,4,0,1,0.5,0.35,0.5,0.395,0.001,0.006824
LLaMA,2,Func2,2,1,0,0.49,0.572,0.49,0.427,0.0034,0.000325
LLaMA,2,Func2,3,1,1,0.48,0.319,0.48,0.367,0.0016,0.004093
LLaMA,2,Func2,3,1,0,0.47,0.54,0.47,0.407,0.0046,0.001762
LLaMA,2,Func2,3,0,1,0.44,0.277,0.44,0.327,0.0064,0.000293
LLaMA,2,Func_i,1,0,0,0.57,0.524,0.57,0.475,0.0056,0.019714
LLaMA,2,Func_i,3,0,0,0.57,0.517,0.57,0.475,0.0056,0.018388
LLaMA,2,Func_i,1,1,0,0.55,0.496,0.55,0.457,0.002,0.01349
LLaMA,2,Func_i,3,1,0,0.55,0.414,0.55,0.44,0.004,0.017884
LLaMA,2,Func_i,1,0,1,0.54,0.403,0.54,0.426,0.0034,0.015227
LLaMA,2,Func_i,3,0,1,0.54,0.494,0.54,0.442,0.0014,0.009821
LLaMA,2,Func_i,3,1,1,0.54,0.342,0.54,0.406,0.0064,0.021157
LLaMA,2,Func_i,2,0,0,0.52,0.438,0.52,0.435,0.0026,0.010949
LLaMA,2,Func_i,1,1,1,0.51,0.403,0.51,0.377,0.0004,0.002916
LLaMA,2,Func_i,2,0,1,0.51,0.363,0.51,0.4,0.0004,0.0068
LLaMA,2,Func_i,2,1,0,0.5,0.442,0.5,0.399,0.003,0.005038
LLaMA,2,Func_i,2,1,1,0.5,0.393,0.5,0.377,0.001,0.00286
LLaMA,2,Gener,2,0,0,0.65,0.756,0.65,0.605,0.005,0.012169
LLaMA,2,Gener,3,1,0,0.63,0.564,0.63,0.549,0.0176,0.03965
LLaMA,2,Gener,1,1,0,0.62,0.604,0.62,0.557,0.0106,0.025236
LLaMA,2,Gener,3,0,0,0.62,0.717,0.62,0.569,0.0036,0.012328
LLaMA,2,Gener,1,0,0,0.61,0.707,0.61,0.559,0.0034,0.011137
LLaMA,2,Gener,3,0,1,0.6,0.643,0.6,0.518,0.008,0.022837
LLaMA,2,Gener,3,1,1,0.58,0.444,0.58,0.472,0.0136,0.034354
LLaMA,2,Gener,1,0,1,0.57,0.587,0.57,0.519,0.0096,0.016657
LLaMA,2,Gener,2,0,1,0.57,0.573,0.57,0.499,0.0046,0.014526
LLaMA,2,Gener,2,1,0,0.57,0.493,0.57,0.484,0.0046,0.018142
LLaMA,2,Gener,1,1,1,0.53,0.435,0.53,0.439,0.0016,0.010893
LLaMA,2,Gener,2,1,1,0.52,0.433,0.52,0.431,0.0006,0.006495
LLaMA,2,Groupe,2,0,0,0.72,0.826,0.72,0.682,0.0116,0.021784
LLaMA,2,Groupe,2,0,1,0.69,0.703,0.69,0.635,0.0184,0.037096
LLaMA,2,Groupe,2,1,0,0.63,0.589,0.63,0.542,0.0176,0.039703
LLaMA,2,Groupe,2,1,1,0.63,0.492,0.63,0.528,0.0256,0.057329
LLaMA,2,Groupe,1,0,1,0.61,0.724,0.61,0.552,0.0054,0.012384
LLaMA,2,Groupe,1,0,0,0.58,0.642,0.58,0.522,0.0076,0.013334
LLaMA,2,Groupe,1,1,0,0.55,0.589,0.55,0.47,0.002,0.00631
LLaMA,2,Groupe,1,1,1,0.53,0.394,0.53,0.428,0.0046,0.0172
LLaMA,2,Incep,2,0,0,0.64,0.679,0.64,0.571,0.0104,0.026772
LLaMA,2,Incep,1,0,0,0.61,0.542,0.61,0.533,0.0084,0.027051
LLaMA,2,Incep,1,1,0,0.61,0.582,0.61,0.513,0.0164,0.035622
LLaMA,2,Incep,2,0,1,0.61,0.558,0.61,0.519,0.0134,0.035937
LLaMA,2,Incep,2,1,0,0.61,0.762,0.61,0.535,0.0054,0.014822
LLaMA,2,Incep,4,1,0,0.58,0.516,0.58,0.479,0.0136,0.0306
LLaMA,2,Incep,1,0,1,0.57,0.503,0.57,0.489,0.0036,0.016276
LLaMA,2,Incep,4,0,0,0.56,0.624,0.56,0.471,0.0024,0.008888
LLaMA,2,Incep,1,1,1,0.54,0.433,0.54,0.417,0.0034,0.015046
LLaMA,2,Incep,3,0,1,0.52,0.379,0.52,0.423,0.0026,0.014458
LLaMA,2,Incep,4,0,1,0.52,0.513,0.52,0.44,0.0006,0.005205
LLaMA,2,Incep,2,1,1,0.51,0.403,0.51,0.383,0.0004,0.003886
LLaMA,2,Incep,3,1,1,0.51,0.37,0.51,0.396,0.0004,0.005977
LLaMA,2,Incep,3,1,0,0.49,0.397,0.49,0.378,0.0024,0.006145
LLaMA,2,Incep,4,1,1,0.48,0.294,0.48,0.356,0.0016,0.005158
LLaMA,2,Incep,3,0,0,0.47,0.284,0.47,0.345,0.0006,0.00224
LLaMA,2,Instr,2,0,1,0.67,0.808,0.67,0.61,0.0136,0.026396
LLaMA,2,Instr,2,0,0,0.63,0.757,0.63,0.575,0.0046,0.009567
LLaMA,2,Instr,1,0,0,0.62,0.735,0.62,0.569,0.0026,0.007121
LLaMA,2,Instr,1,0,1,0.6,0.566,0.6,0.504,0.011,0.030157
LLaMA,2,Instr,1,1,0,0.6,0.551,0.6,0.508,0.011,0.031344
LLaMA,2,Instr,2,1,0,0.6,0.546,0.6,0.513,0.009,0.026694
LLaMA,2,Instr,2,1,1,0.59,0.571,0.59,0.485,0.0124,0.029579
LLaMA,2,Instr,1,1,1,0.57,0.556,0.57,0.463,0.0056,0.017694
LLaMA,2,Labreal12,4,0,0,0.61,0.525,0.61,0.529,0.0134,0.034643
LLaMA,2,Labreal12,4,1,0,0.61,0.477,0.61,0.507,0.0184,0.045511
LLaMA,2,Labreal12,2,0,0,0.6,0.522,0.6,0.517,0.011,0.029813
LLaMA,2,Labreal12,4,0,1,0.58,0.551,0.58,0.481,0.0066,0.021611
LLaMA,2,Labreal12,2,0,1,0.57,0.556,0.57,0.458,0.0086,0.023394
LLaMA,2,Labreal12,4,1,1,0.55,0.433,0.55,0.437,0.004,0.016119
LLaMA,2,Labreal12,1,0,0,0.54,0.445,0.54,0.45,0.0024,0.01367
LLaMA,2,Labreal12,1,0,1,0.54,0.494,0.54,0.442,0.0014,0.009821
LLaMA,2,Labreal12,2,1,0,0.54,0.394,0.54,0.434,0.0034,0.016815
LLaMA,2,Labreal12,2,1,1,0.54,0.426,0.54,0.425,0.0024,0.013119
LLaMA,2,Labreal12,3,0,1,0.54,0.487,0.54,0.447,0.0014,0.010986
LLaMA,2,Labreal12,3,1,1,0.54,0.426,0.54,0.424,0.0024,0.012839
LLaMA,2,Labreal12,3,0,0,0.53,0.451,0.53,0.443,0.0016,0.008609
LLaMA,2,Labreal12,1,1,1,0.52,0.414,0.52,0.395,0.0006,0.006798
LLaMA,2,Labreal12,3,1,0,0.52,0.374,0.52,0.417,0.0016,0.011111
LLaMA,2,Labreal12,1,1,0,0.51,0.363,0.51,0.385,0.0004,0.005325
LLaMA,2,Liqu,1,0,0,0.66,0.789,0.66,0.601,0.0124,0.02448
LLaMA,2,Liqu,2,0,1,0.64,0.599,0.64,0.554,0.0194,0.043209
LLaMA,2,Liqu,2,0,0,0.63,0.763,0.63,0.56,0.0096,0.023227
LLaMA,2,Liqu,4,0,0,0.63,0.755,0.63,0.57,0.0056,0.014482
LLaMA,2,Liqu,4,0,1,0.61,0.563,0.61,0.518,0.0144,0.036418
LLaMA,2,Liqu,1,0,1,0.6,0.472,0.6,0.496,0.015,0.039467
LLaMA,2,Liqu,1,1,0,0.58,0.545,0.58,0.484,0.0066,0.021943
LLaMA,2,Liqu,2,1,0,0.58,0.45,0.58,0.475,0.0106,0.030963
LLaMA,2,Liqu,2,1,1,0.57,0.472,0.57,0.451,0.0096,0.02531
LLaMA,2,Liqu,4,1,0,0.56,0.447,0.56,0.444,0.0064,0.021421
LLaMA,2,Liqu,4,1,1,0.54,0.537,0.54,0.42,0.0014,0.007048
LLaMA,2,Liqu,1,1,1,0.53,0.34,0.53,0.392,0.0036,0.013767
LLaMA,2,Liqu,3,0,0,0.52,0.524,0.52,0.45,0.0016,0.004783
LLaMA,2,Liqu,3,1,1,0.5,0.35,0.5,0.38,0.0,0.004072
LLaMA,2,Liqu,3,0,1,0.49,0.38,0.49,0.403,0.0004,0.00497
LLaMA,2,Liqu,3,1,0,0.49,0.482,0.49,0.409,0.0024,0.002322
LLaMA,2,Loc,2,0,0,0.65,0.761,0.65,0.606,0.002,0.004943
LLaMA,2,Loc,2,1,0,0.64,0.767,0.64,0.581,0.0064,0.01612
LLaMA,2,Loc,1,1,0,0.6,0.732,0.6,0.533,0.003,0.009082
LLaMA,2,Loc,1,0,0,0.58,0.678,0.58,0.524,0.0016,0.004061
LLaMA,2,Loc,2,0,1,0.56,0.5,0.56,0.474,0.0024,0.013777
LLaMA,2,Loc,2,1,1,0.54,0.454,0.54,0.457,0.0014,0.01118
LLaMA,2,Loc,1,0,1,0.53,0.626,0.53,0.457,0.0026,0.002881
LLaMA,2,Loc,1,1,1,0.51,0.36,0.51,0.407,0.0024,0.010581
LLaMA,2,Magn,2,0,0,0.62,0.756,0.62,0.549,0.0076,0.019563
LLaMA,2,Magn,3,0,0,0.62,0.577,0.62,0.534,0.0126,0.032915
LLaMA,2,Magn,1,0,0,0.6,0.626,0.6,0.525,0.007,0.019366
LLaMA,2,Magn,2,1,0,0.6,0.467,0.6,0.497,0.015,0.039981
LLaMA,2,Magn,1,1,0,0.59,0.555,0.59,0.495,0.0084,0.02571
LLaMA,2,Magn,1,1,1,0.58,0.477,0.58,0.463,0.0136,0.032432
LLaMA,2,Magn,3,1,1,0.57,0.556,0.57,0.463,0.0056,0.017694
LLaMA,2,Magn,1,0,1,0.56,0.453,0.56,0.442,0.0064,0.020478
LLaMA,2,Magn,2,1,1,0.56,0.469,0.56,0.434,0.0094,0.024001
LLaMA,2,Magn,3,1,0,0.56,0.446,0.56,0.445,0.0064,0.021729
LLaMA,2,Magn,2,0,1,0.54,0.436,0.54,0.416,0.0034,0.014388
LLaMA,2,Magn,3,0,1,0.54,0.42,0.54,0.428,0.0034,0.013865
LLaMA,2,Modif_ajout_de_sens,2,0,1,0.59,0.537,0.59,0.503,0.0064,0.022185
LLaMA,2,Modif_ajout_de_sens,2,1,0,0.59,0.722,0.59,0.516,0.0034,0.009305
LLaMA,2,Modif_ajout_de_sens,2,0,0,0.58,0.662,0.58,0.522,0.0036,0.007743
LLaMA,2,Modif_ajout_de_sens,2,1,1,0.58,0.534,0.58,0.485,0.0066,0.022687
LLaMA,2,Modif_ajout_de_sens,1,0,1,0.52,0.413,0.52,0.397,0.0006,0.007345
LLaMA,2,Modif_ajout_de_sens,1,1,0,0.5,0.364,0.5,0.402,0.006,0.015844
LLaMA,2,Modif_ajout_de_sens,1,0,0,0.49,0.346,0.49,0.372,0.0024,0.003552
LLaMA,2,Modif_ajout_de_sens,1,1,1,0.49,0.339,0.49,0.378,0.0004,0.002954
LLaMA,2,Modif_sens_vide,2,0,1,0.61,0.468,0.61,0.507,0.0204,0.04809
LLaMA,2,Modif_sens_vide,2,0,0,0.58,0.52,0.58,0.495,0.0066,0.020244
LLaMA,2,Modif_sens_vide,2,1,0,0.57,0.523,0.57,0.476,0.0046,0.019
LLaMA,2,Modif_sens_vide,2,1,1,0.51,0.31,0.51,0.376,0.0004,0.007433
LLaMA,2,Modif_sens_vide,1,1,0,0.49,0.387,0.49,0.387,0.0004,0.002162
LLaMA,2,Modif_sens_vide,1,1,1,0.49,0.297,0.49,0.361,0.0004,0.004561
LLaMA,2,Modif_sens_vide,1,0,1,0.47,0.341,0.47,0.365,0.0036,0.006331
LLaMA,2,Modif_sens_vide,1,0,0,0.43,0.27,0.43,0.321,0.0016,0.002536
LLaMA,2,Modificateur,1,1,0,0.55,0.407,0.55,0.445,0.004,0.019066
LLaMA,2,Modificateur,1,0,0,0.54,0.45,0.54,0.459,0.0034,0.013569
LLaMA,2,Modificateur,1,0,1,0.52,0.38,0.52,0.42,0.0046,0.015961
LLaMA,2,Modificateur,1,1,1,0.52,0.374,0.52,0.412,0.0016,0.010486
LLaMA,2,Mult,3,0,1,0.63,0.751,0.63,0.574,0.0036,0.010583
LLaMA,2,Mult,3,0,0,0.61,0.721,0.61,0.561,0.0034,0.006697
LLaMA,2,Mult,1,0,1,0.6,0.724,0.6,0.54,0.002,0.007318
LLaMA,2,Mult,1,1,1,0.59,0.457,0.59,0.487,0.0124,0.035378
LLaMA,2,Mult,2,0,1,0.59,0.503,0.59,0.51,0.0084,0.026571
LLaMA,2,Mult,2,1,0,0.59,0.557,0.59,0.494,0.0084,0.025462
LLaMA,2,Mult,3,1,1,0.57,0.449,0.57,0.46,0.0076,0.025131
LLaMA,2,Mult,1,0,0,0.55,0.638,0.55,0.489,0.001,0.001823
LLaMA,2,Mult,2,0,0,0.55,0.613,0.55,0.502,0.006,0.007382
LLaMA,2,Mult,2,1,1,0.55,0.41,0.55,0.437,0.006,0.020785
LLaMA,2,Mult,3,1,0,0.54,0.497,0.54,0.437,0.0014,0.008724
LLaMA,2,Mult,1,1,0,0.52,0.648,0.52,0.441,0.0016,4.6e-05
LLaMA,2,N_dériv_ajout_de_sens,2,0,0,0.58,0.648,0.58,0.512,0.0066,0.014154
LLaMA,2,N_dériv_ajout_de_sens,2,0,1,0.53,0.476,0.53,0.436,0.0016,0.009253
LLaMA,2,N_dériv_ajout_de_sens,2,1,0,0.5,0.483,0.5,0.418,0.001,0.003294
LLaMA,2,N_dériv_ajout_de_sens,1,0,0,0.48,0.394,0.48,0.372,0.0026,0.006384
LLaMA,2,N_dériv_ajout_de_sens,2,1,1,0.48,0.34,0.48,0.378,0.0026,0.005797
LLaMA,2,N_dériv_ajout_de_sens,1,1,1,0.46,0.324,0.46,0.35,0.0024,0.001924
LLaMA,2,N_dériv_ajout_de_sens,1,1,0,0.45,0.303,0.45,0.349,0.002,0.000936
LLaMA,2,N_dériv_ajout_de_sens,1,0,1,0.39,0.215,0.39,0.276,0.0104,0.003322
LLaMA,2,N_dériv_circonstancielle,1,0,0,0.52,0.336,0.52,0.397,0.0096,0.022905
LLaMA,2,N_dériv_circonstancielle,2,1,0,0.52,0.374,0.52,0.416,0.0016,0.010947
LLaMA,2,N_dériv_circonstancielle,1,1,0,0.51,0.311,0.51,0.375,0.0004,0.00681
LLaMA,2,N_dériv_circonstancielle,2,1,1,0.51,0.31,0.51,0.376,0.0004,0.007433
LLaMA,2,N_dériv_circonstancielle,3,1,1,0.51,0.351,0.51,0.394,0.0024,0.010452
LLaMA,2,N_dériv_circonstancielle,3,0,1,0.5,0.315,0.5,0.376,0.004,0.012399
LLaMA,2,N_dériv_circonstancielle,3,1,0,0.5,0.347,0.5,0.392,0.001,0.007078
LLaMA,2,N_dériv_circonstancielle,3,0,0,0.49,0.339,0.49,0.368,0.0004,0.001953
LLaMA,2,N_dériv_circonstancielle,1,0,1,0.48,0.294,0.48,0.357,0.0016,0.005442
LLaMA,2,N_dériv_circonstancielle,1,1,1,0.48,0.276,0.48,0.342,0.0016,0.000278
LLaMA,2,N_dériv_circonstancielle,2,0,0,0.43,0.27,0.43,0.321,0.0076,0.00022
LLaMA,2,N_dériv_circonstancielle,2,0,1,0.43,0.268,0.43,0.318,0.0056,0.000653
LLaMA,2,Nom_gouverneur,1,0,1,0.59,0.731,0.59,0.515,0.0024,0.009486
LLaMA,2,Nom_gouverneur,1,1,1,0.58,0.575,0.58,0.472,0.0086,0.02215
LLaMA,2,Nom_gouverneur,1,0,0,0.57,0.702,0.57,0.498,0.0016,0.006817
LLaMA,2,Nom_gouverneur,1,1,0,0.53,0.39,0.53,0.417,0.0016,0.01159
LLaMA,2,Oper1,2,1,0,0.58,0.526,0.58,0.485,0.0086,0.023482
LLaMA,2,Oper1,3,1,1,0.57,0.539,0.57,0.471,0.0056,0.0183
LLaMA,2,Oper1,2,0,0,0.55,0.55,0.55,0.469,0.013,0.02227
LLaMA,2,Oper1,1,0,0,0.54,0.481,0.54,0.446,0.0094,0.020154
LLaMA,2,Oper1,1,1,0,0.54,0.46,0.54,0.447,0.0054,0.015446
LLaMA,2,Oper1,1,1,1,0.54,0.348,0.54,0.404,0.0064,0.020069
LLaMA,2,Oper1,4,1,0,0.53,0.416,0.53,0.425,0.0046,0.015264
LLaMA,2,Oper1,4,1,1,0.53,0.387,0.53,0.421,0.0016,0.011842
LLaMA,2,Oper1,2,0,1,0.52,0.374,0.52,0.412,0.0006,0.009304
LLaMA,2,Oper1,2,1,1,0.52,0.37,0.52,0.41,0.0016,0.011076
LLaMA,2,Oper1,3,0,0,0.52,0.464,0.52,0.407,0.0026,0.007273
LLaMA,2,Oper1,3,0,1,0.52,0.462,0.52,0.424,0.0066,0.013296
LLaMA,2,Oper1,3,1,0,0.51,0.403,0.51,0.386,0.0004,0.004533
LLaMA,2,Oper1,1,0,1,0.5,0.35,0.5,0.395,0.001,0.006824
LLaMA,2,Oper1,4,0,1,0.5,0.382,0.5,0.411,0.006,0.016791
LLaMA,2,Oper1,4,0,0,0.48,0.436,0.48,0.377,0.0036,0.005159
LLaMA,2,Oper2,4,0,0,0.55,0.489,0.55,0.465,0.002,0.011833
LLaMA,2,Oper2,4,0,1,0.55,0.429,0.55,0.44,0.004,0.01714
LLaMA,2,Oper2,3,1,1,0.53,0.391,0.53,0.422,0.0016,0.011769
LLaMA,2,Oper2,4,1,1,0.52,0.414,0.52,0.395,0.0006,0.006798
LLaMA,2,Oper2,2,1,0,0.51,0.367,0.51,0.411,0.0024,0.012513
LLaMA,2,Oper2,4,1,0,0.5,0.35,0.5,0.395,0.001,0.006824
LLaMA,2,Oper2,2,0,1,0.49,0.388,0.49,0.394,0.0014,0.007042
LLaMA,2,Oper2,2,1,1,0.49,0.297,0.49,0.361,0.0004,0.004561
LLaMA,2,Oper2,3,0,1,0.49,0.337,0.49,0.382,0.0004,0.004169
LLaMA,2,Oper2,3,1,0,0.49,0.354,0.49,0.397,0.0044,0.012341
LLaMA,2,Oper2,1,1,0,0.48,0.361,0.48,0.382,0.0026,0.008119
LLaMA,2,Oper2,1,0,0,0.47,0.418,0.47,0.388,0.0006,0.002097
LLaMA,2,Oper2,1,1,1,0.47,0.309,0.47,0.358,0.0016,0.002068
LLaMA,2,Oper2,2,0,0,0.47,0.373,0.47,0.383,0.0036,0.008342
LLaMA,2,Oper2,1,0,1,0.46,0.31,0.46,0.353,0.0014,0.001343
LLaMA,2,Oper2,3,0,0,0.46,0.433,0.46,0.373,0.0084,0.006418
LLaMA,2,Oper_i,1,1,1,0.55,0.355,0.55,0.416,0.01,0.027016
LLaMA,2,Oper_i,3,1,1,0.54,0.436,0.54,0.416,0.0034,0.014388
LLaMA,2,Oper_i,1,0,1,0.51,0.368,0.51,0.395,0.0024,0.007823
LLaMA,2,Oper_i,2,1,1,0.51,0.403,0.51,0.387,0.0004,0.004757
LLaMA,2,Oper_i,2,1,0,0.5,0.442,0.5,0.399,0.003,0.005038
LLaMA,2,Oper_i,3,1,0,0.5,0.35,0.5,0.377,0.0,0.003386
LLaMA,2,Oper_i,3,0,0,0.48,0.335,0.48,0.378,0.0026,0.006941
LLaMA,2,Oper_i,1,1,0,0.47,0.308,0.47,0.356,0.0016,0.001678
LLaMA,2,Oper_i,2,0,1,0.46,0.305,0.46,0.351,0.0014,0.001968
LLaMA,2,Oper_i,3,0,1,0.46,0.297,0.46,0.344,0.0034,0.001308
LLaMA,2,Oper_i,1,0,0,0.41,0.241,0.41,0.297,0.0094,0.002464
LLaMA,2,Oper_i,2,0,0,0.41,0.242,0.41,0.298,0.0054,0.00123
LLaMA,2,Pred,3,1,0,0.66,0.763,0.66,0.618,0.0034,0.009462
LLaMA,2,Pred,3,0,0,0.64,0.749,0.64,0.603,0.0034,0.003654
LLaMA,2,Pred,2,1,0,0.62,0.619,0.62,0.559,0.0106,0.026334
LLaMA,2,Pred,3,0,1,0.61,0.636,0.61,0.546,0.0044,0.014035
LLaMA,2,Pred,2,1,1,0.6,0.698,0.6,0.545,0.002,0.006648
LLaMA,2,Pred,1,1,0,0.59,0.55,0.59,0.536,0.0114,0.024366
LLaMA,2,Pred,2,0,0,0.59,0.7,0.59,0.528,0.0014,0.006175
LLaMA,2,Pred,1,0,1,0.58,0.651,0.58,0.486,0.0046,0.015117
LLaMA,2,Pred,3,1,1,0.56,0.664,0.56,0.491,0.0034,0.006192
LLaMA,2,Pred,1,1,1,0.55,0.647,0.55,0.486,0.001,0.003161
LLaMA,2,Pred,2,0,1,0.54,0.539,0.54,0.482,0.0114,0.019532
LLaMA,2,Pred,1,0,0,0.52,0.432,0.52,0.449,0.0026,0.011955
LLaMA,2,Qual1,4,0,0,0.54,0.584,0.54,0.476,0.0014,0.006042
